7308.65,7299.26,7317.43,7187.27,7295.55,7267.93,7234.25,7284.22,7348.12,7373.21,7339.27,7324.76,7315.88,7220.67,7011.5,7141.57,
7299.26,7317.43,7187.27,7295.55,7267.93,7234.25,7284.22,7348.12,7373.21,7339.27,7324.76,7315.88,7220.67,7011.5,7141.57,6885.71,
7317.43,7187.27,7295.55,7267.93,7234.25,7284.22,7348.12,7373.21,7339.27,7324.76,7315.88,7220.67,7011.5,7141.57,6885.71,7025.72,
7187.27,7295.55,7267.93,7234.25,7284.22,7348.12,7373.21,7339.27,7324.76,7315.88,7220.67,7011.5,7141.57,6885.71,7025.72,6925.4,
7295.55,7267.93,7234.25,7284.22,7348.12,7373.21,7339.27,7324.76,7315.88,7220.67,7011.5,7141.57,6885.71,7025.72,6925.4,7013.14,
7267.93,7234.25,7284.22,7348.12,7373.21,7339.27,7324.76,7315.88,7220.67,7011.5,7141.57,6885.71,7025.72,6925.4,7013.14,7112.91,
7234.25,7284.22,7348.12,7373.21,7339.27,7324.76,7315.88,7220.67,7011.5,7141.57,6885.71,7025.72,6925.4,7013.14,7112.91,7131.12,
7284.22,7348.12,7373.21,7339.27,7324.76,7315.88,7220.67,7011.5,7141.57,6885.71,7025.72,6925.4,7013.14,7112.91,7131.12,7139.25,
7348.12,7373.21,7339.27,7324.76,7315.88,7220.67,7011.5,7141.57,6885.71,7025.72,6925.4,7013.14,7112.91,7131.12,7139.25,7015.1,
7373.21,7339.27,7324.76,7315.88,7220.67,7011.5,7141.57,6885.71,7025.72,6925.4,7013.14,7112.91,7131.12,7139.25,7015.1,0,
7339.27,7324.76,7315.88,7220.67,7011.5,7141.57,6885.71,7025.72,6925.4,7013.14,7112.91,7131.12,7139.25,7015.1,0,0,
7324.76,7315.88,7220.67,7011.5,7141.57,6885.71,7025.72,6925.4,7013.14,7112.91,7131.12,7139.25,7015.1,0,0,0,
7315.88,7220.67,7011.5,7141.57,6885.71,7025.72,6925.4,7013.14,7112.91,7131.12,7139.25,7015.1,0,0,0,0,
7220.67,7011.5,7141.57,6885.71,7025.72,6925.4,7013.14,7112.91,7131.12,7139.25,7015.1,0,0,0,0,0,
7011.5,7141.57,6885.71,7025.72,6925.4,7013.14,7112.91,7131.12,7139.25,7015.1,0,0,0,0,0,0,
7141.57,6885.71,7025.72,6925.4,7013.14,7112.91,7131.12,7139.25,7015.1,0,0,0,0,0,0,0,
6885.71,7025.72,6925.4,7013.14,7112.91,7131.12,7139.25,7015.1,0,0,0,0,0,0,0,0,
7025.72,6925.4,7013.14,7112.91,7131.12,7139.25,7015.1,0,0,0,0,0,0,0,0,0,
6925.4,7013.14,7112.91,7131.12,7139.25,7015.1,0,0,0,0,0,0,0,0,0,0,
7013.14,7112.91,7131.12,7139.25,7015.1,0,0,0,0,0,0,0,0,0,0,0,
7112.91,7131.12,7139.25,7015.1,0,0,0,0,0,0,0,0,0,0,0,0,
7131.12,7139.25,7015.1,0,0,0,0,0,0,0,0,0,0,0,0,0,
7139.25,7015.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
7015.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
